0	121.475066642	30.9219443271	121.474090318	30.9247903185
1	121.47849836	30.9120038928	121.477253145	30.9156490987
2	121.477253145	30.9156490987	121.476474718	30.9179232767
3	121.476474718	30.9179232767	121.475066642	30.9219443271
4	121.456052965	30.9688341183	121.455853978	30.9698133761
5	121.455853978	30.9698133761	121.455823636	30.970110766
6	121.455823636	30.970110766	121.45584962	30.9703561881
7	121.45584962	30.9703561881	121.455908126	30.9706144346
8	121.455908126	30.9706144346	121.455999237	30.9708635447
9	121.455999237	30.9708635447	121.456146674	30.9710976513
10	121.456146674	30.9710976513	121.456348175	30.9713300815
11	121.456348175	30.9713300815	121.456590999	30.9715307442
12	121.456590999	30.9715307442	121.456890149	30.9717407947
13	121.456890149	30.9717407947	121.457306227	30.9719786731
14	121.457306227	30.9719786731	121.457759856	30.9722187308
15	121.45613494	30.9744685175	121.459395668	30.9752354616
16	121.459395668	30.9752354616	121.459602952	30.9752821488
17	121.459602952	30.9752821488	121.459719964	30.975308468
18	121.459719964	30.975308468	121.462225734	30.9758732406
19	121.462225734	30.9758732406	121.464331771	30.9759839656
20	121.464331771	30.9759839656	121.466711896	30.9761089397
21	121.466711896	30.9761089397	121.472035242	30.9770773848
22	121.472035242	30.9770773848	121.473507189	30.9773190351
23	121.473507189	30.9773190351	121.474010857	30.9773734337
24	121.474010857	30.9773734337	121.474500695	30.9774102302
25	121.474500695	30.9774102302	121.474841168	30.9774201209
26	121.474841168	30.9774201209	121.475160351	30.9774295924
27	121.475160351	30.9774295924	121.47630884	30.9773957295
28	121.472771844	30.9286268832	121.472488955	30.9296499783
29	121.472488955	30.9296499783	121.472381667	30.9301646271
30	121.472381667	30.9301646271	121.472445369	30.9305988935
31	121.472445369	30.9305988935	121.472592891	30.9308576429
32	121.472592891	30.9308576429	121.472773856	30.9310991255
33	121.472773856	30.9310991255	121.473021876	30.9312831921
34	121.473021876	30.9312831921	121.47346092	30.9314700247
35	121.47346092	30.9314700247	121.474279078	30.9317777244
36	121.442601854	30.9036173796	121.440969143	30.9086540652
37	121.440969143	30.9086540652	121.439550422	30.9128758622
38	121.439550422	30.9128758622	121.436457919	30.9220783537
39	121.436457919	30.9220783537	121.435102146	30.9263196805
40	121.435102146	30.9263196805	121.43507348	30.926423197
41	121.43507348	30.926423197	121.43487617	30.9275747867
42	121.43487617	30.9275747867	121.434856473	30.9282214505
43	121.434856473	30.9282214505	121.43495387	30.929150836
44	121.43495387	30.929150836	121.435628949	30.9317013653
45	121.435628949	30.9317013653	121.43632339	30.9340639723
46	121.43632339	30.9340639723	121.436353732	30.9351656897
47	121.436353732	30.9351656897	121.436274691	30.9359539238
48	121.436274691	30.9359539238	121.436055588	30.9368154997
49	121.436055588	30.9368154997	121.434992763	30.9399874633
50	121.434992763	30.9399874633	121.433753582	30.9435476767
51	121.433753582	30.9435476767	121.42999279	30.955166587
52	121.42999279	30.955166587	121.427405799	30.963083546
53	121.427405799	30.963083546	121.426400222	30.9661604589
54	121.426400222	30.9661604589	121.424833728	30.9708497984
55	121.424833728	30.9708497984	121.419774328	30.9859932991
56	121.419774328	30.9859932991	121.428756543	30.9887332594
57	121.428756543	30.9887332594	121.428843547	30.98875983
58	121.428843547	30.98875983	121.428950668	30.9887924356
59	121.428950668	30.9887924356	121.429017052	30.9888127198
60	121.456934825	30.9621041206	121.454466941	30.9614710355
61	121.454466941	30.9614710355	121.449691771	30.960246188
62	121.449691771	30.960246188	121.446378153	30.9593956763
63	121.446378153	30.9593956763	121.445682455	30.9592139566
64	121.445682455	30.9592139566	121.440498919	30.9579079723
65	121.440498919	30.9579079723	121.440398922	30.9578818207
66	121.440398922	30.9578818207	121.434921852	30.9564527901
67	121.434921852	30.9564527901	121.42999279	30.955166587
68	121.42999279	30.955166587	121.427911982	30.9546489207
69	121.449334283	30.9304945388	121.450176664	30.9283696426
70	121.450176664	30.9283696426	121.450049343	30.9266045814
71	121.450049343	30.9266045814	121.449877681	30.9248374248
