0	4783
1	4784
2	4785
3	4787
4	1425
5	1575
6	1574
7	1426
8	1427
9	1428
10	1629
11	1422
12	1423
13	1424
14	1367
15	1446
16	1447
17	1448
18	1449
19	4811
20	1450
21	4786
22	29
23	1378
24	5
25	1538
26	3621
27	1539
28	89
29	90
30	658
31	657
32	4856
33	4857
34	4858
35	1395
36	1396
37	1397
38	1398
39	1399
40	1578
41	1572
42	1576
43	1577
44	1366
45	1368
46	1451
47	4880
48	4879
49	4881
50	4832
51	4833
52	659
53	665
54	670
55	819
56	820
57	841
58	822
59	824
60	3622
61	6
62	1376
63	1380
64	28
65	649
66	1540
67	3623
68	1543
69	1545
70	1371
71	1541
72	3630
73	3626
74	1537
75	1542
76	843
77	1547
78	1549
79	1557
80	3627
81	1550
82	3624
83	3637
84	3636
85	623
86	3488
87	3484
88	3489
89	316
90	314
91	313
92	311
93	309
94	307
95	305
96	304
97	302
98	300
99	299
100	298
101	308
102	306
103	303
104	301
105	315
106	312
107	310
108	1317
109	1316
110	2623
111	2620
112	2619
113	2621
114	2631
115	2629
116	2628
117	2627
118	2626
119	2625
120	2624
121	2622
122	1678
123	1679
124	1692
125	1693
126	1694
127	1630
128	1631
129	1632
130	1634
131	760
132	761
133	762
134	763
135	764
136	2630
137	628
138	3490
139	621
140	3506
141	3625
142	1553
143	3628
144	1548
145	3631
146	1544
147	3641
148	3629
149	840
150	810
151	811
152	664
153	660
154	1400
155	842
156	766
157	671
158	666
159	1363
160	1365
161	1573
162	625
163	3487
164	629
165	3491
166	619
167	3638
168	1555
169	1546
170	3632
171	844
172	3640
173	1551
174	1554
175	40
176	3635
177	3486
178	3485
179	662
180	4834
181	4835
182	4930
183	1633
184	663
185	4859
186	4807
187	1364
188	1144
189	1143
190	1142
191	1141
192	1140
193	1138
194	1137
195	1135
196	1139
197	3496
198	622
199	759
200	317
201	2115
202	352
203	324
204	322
205	320
206	319
207	765
208	3343
209	318
210	1136
211	1146
212	1147
213	1148
214	2950
215	2949
216	2948
217	2954
218	2952
219	2947
220	2953
221	2956
222	2955
223	2951
224	2964
225	2962
226	2960
227	2959
228	2957
229	805
230	803
231	802
232	800
233	799
234	796
235	3317
236	3335
237	3494
238	3497
239	1552
240	87
241	5332
242	5331
243	5333
244	5334
245	5335
246	5336
247	5338
248	5339
249	5337
250	3327
251	1697
252	1698
253	3318
254	0
255	1377
256	2351
257	3778
258	2352
259	2350
260	2443
261	2444
262	4718
263	4160
264	4161
265	4162
266	4164
267	4166
268	4167
269	4169
270	4170
271	4163
272	4168
273	4165
274	4159
275	1583
276	39
277	3639
278	3336
279	3507
280	626
281	630
282	1556
283	5132
284	627
285	617
286	821
287	823
288	1584
289	1375
290	3
291	1379
292	3395
293	3396
294	3397
295	3398
296	3392
297	3393
298	3394
299	667
300	668
301	1009
302	1010
303	1011
304	1012
305	1013
306	1014
307	1015
308	1016
309	1017
310	1018
311	1019
312	1020
313	1021
314	1022
315	3032
316	3033
317	3034
318	3035
319	3025
320	3026
321	3027
322	3028
323	3029
324	3031
325	3036
326	3037
327	3038
328	3030
329	431
330	435
331	562
332	561
333	563
334	4711
335	4712
336	4713
337	432
338	3039
339	433
340	434
341	1394
342	4931
343	4836
344	3633
345	1680
346	620
347	767
348	88
349	4810
350	4808
351	4
352	647
353	27
354	650
355	1635
356	618
357	3499
358	1822
359	1823
360	5227
361	1815
362	1816
363	1817
364	1819
365	1145
366	1261
367	1262
368	1264
369	1265
370	1267
371	1268
372	1260
373	1263
374	1266
375	5368
376	2858
377	3352
378	3498
379	4809
380	4932
381	4934
382	3801
383	2098
384	2099
385	2100
386	2102
387	2103
388	2101
389	2105
390	2106
391	2107
392	2108
393	2110
394	2111
395	2113
396	2114
397	2116
398	2117
399	2118
400	2120
401	2121
402	2104
403	2109
404	2112
405	4009
406	4824
407	4823
408	4822
409	4821
410	4820
411	4819
412	4825
413	2389
414	1359
415	1360
416	1361
417	2326
418	2328
419	2329
420	2330
421	2331
422	2332
423	5777
424	1731
425	436
426	825
427	826
428	827
429	2327
430	2388
431	2261
432	2262
433	2257
434	2258
435	2259
436	2260
437	1733
438	1734
439	2219
440	2220
441	2221
442	2222
443	2321
444	2322
445	2323
446	2324
447	2233
448	2234
449	2235
450	2273
451	2274
452	2275
453	2276
454	2277
455	2230
456	2231
457	1149
458	1
459	1374
460	1558
461	2451
462	2453
463	2454
464	2455
465	2452
466	2224
467	2247
468	2252
469	2249
470	2226
471	2228
472	2364
473	2365
474	2366
475	3716
476	4895
477	1026
478	1025
479	1023
480	2119
481	5778
482	5780
483	2218
484	2217
485	5783
486	5785
487	321
488	323
489	4749
490	4750
491	4751
492	4752
493	4753
494	4754
495	4755
496	4759
497	4760
498	4758
499	4761
500	3428
501	493
502	494
503	495
504	496
505	497
506	499
507	3420
508	3419
509	3417
510	3416
511	3503
512	3328
513	81
514	78
515	79
516	80
517	4933
518	2399
519	1732
520	1735
521	1737
522	1738
523	1740
524	1741
525	1743
526	1744
527	1746
528	1747
529	1749
530	1751
531	1752
532	1753
533	1755
534	1757
535	1758
536	2299
537	1321
538	1322
539	1315
540	1318
541	1319
542	1320
543	1324
544	1323
545	1326
546	5610
547	5613
548	5614
549	5616
550	5618
551	5619
552	5608
553	5612
554	5615
555	5617
556	5611
557	5609
558	1370
559	1362
560	1369
561	1373
562	5779
563	5781
564	5782
565	5784
566	2229
567	5786
568	5787
569	5788
570	5789
571	5790
572	5791
573	5792
574	5793
575	5797
576	5798
577	5799
578	5800
579	5801
580	1372
581	2398
582	3050
583	5802
584	3634
585	2236
586	3777
587	3776
588	3775
589	3774
590	3773
591	2396
592	2227
593	2223
594	2272
595	2250
596	2367
597	2237
598	2238
599	2239
600	2300
601	2302
602	2301
603	2
604	475
605	474
606	1756
607	1754
608	1742
609	1736
610	1739
611	1745
612	1748
613	1750
614	1759
615	2325
616	3263
617	362
618	361
619	359
620	358
621	356
622	355
623	353
624	357
625	354
